Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Sea,Sea,Sea,Sea,Sea,Sea,Scrubland,Scrubland,Sea,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Swamp,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Barren,Barren,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Barren,Scrubland,Scrubland,Swamp,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Sea,Sea,Scrubland,Scrubland,Scrubland,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Swamp,River,Swamp,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Barren,Barren,Hill,Barren,Barren,Hill,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Scrubland,Swamp,River,Swamp,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Sea,Scrubland,Scrubland,Sea,Sea,Sea,Scrubland,Sea,Sea,Sea,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Swamp,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Barren,Barren,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Forest,Scrubland,Sea,Scrubland,Scrubland,Sea,Scrubland,Sea,Scrubland,Scrubland,Sea,Sea,Sea,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Barren,Barren,Barren,Barren,Barren,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Sea,Sea,Sea,Sea,Sea,Sea,Scrubland,Scrubland,Sea,Scrubland,Sea,Sea,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Hill,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Scrubland,Scrubland,Scrubland,River,Hill,Hill,Hill,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Sea,Scrubland,Sea,Sea,Scrubland,Swamp,River,River,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,River,River,River,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Hill,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Scrubland,River,Hill,Scrubland,Hill,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Sea,Sea,Sea,Sea,Sea,Sea,Scrubland,Sea,Scrubland,Sea,Sea,Scrubland,Scrubland,Swamp,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,River,Hill,Hill,Hill,Hill,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Sea,Scrubland,Scrubland,Sea,Scrubland,Scrubland,Scrubland,Sea,Scrubland,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,River,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Hill,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,River,Hill,Hill,Hill,Hill,Hill,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Sea,Scrubland,Scrubland,Scrubland,Sea,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Barren,Forest,Forest,Forest,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Hill,Barren,Barren,Barren,Barren,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Barren,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,River,Hill,Hill,Hill,Hill,Hill,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Sea,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Barren,Scrubland,Scrubland,Barren,Forest,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,River,Mountain,Hill,River,Hill,Hill,Hill,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren
