Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Hill,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Hill,Hill,Hill,Scrubland,Scrubland,Hill,Scrubland,Hill,Hill,Hill,Barren,Barren,Barren,Scrubland,Scrubland,Swamp,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Barren,Hill,Barren,Barren,Hill,Hill,Hill,Hill,Hill,Hill,Scrubland,Barren,River,Swamp,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Hill,Mountain,Hill,Scrubland,Hill,Hill,Hill,Hill,Hill,Scrubland,Scrubland,Hill,Scrubland,Hill,Hill,Barren,Scrubland,Scrubland,Swamp,River,Swamp,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Hill,Hill,Hill,Scrubland,Scrubland,Hill,Hill,Hill,Hill,Hill,River,Mountain,Hill,River,Hill,Hill,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Hill,River,River,River,Mountain,Hill,Mountain,Hill,Hill,Hill,Hill,River,River,Hill,Hill,Hill,Hill,Hill,Scrubland,Scrubland,Scrubland,Hill,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,River,River,River,River,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Forest,Scrubland
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Hill,Scrubland,Hill,Hill,Hill,Hill,Hill,Hill,River,River,River,Hill,Mountain,River,Hill,Mountain,Mountain,Hill,Mountain,Mountain,Mountain,Hill,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,River,Hill,Mountain,River,River,Hill,Mountain,Volcano,River,River,River,Hill,River,River,River,River,River,River,Scrubland,Scrubland,Scrubland,Hill,Hill,Scrubland,Scrubland,Scrubland,River,River,River,Scrubland,Scrubland,Scrubland,River,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Hill,Hill,Hill,Hill,Scrubland,Hill,River,Hill,Hill,Hill,Scrubland,Scrubland,River,Hill,Mountain,Mountain,Hill,Mountain,Mountain,Hill,Hill,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,River,River,Mountain,Mountain,Mountain,Hill,Hill,Scrubland,Hill,Hill,Hill,Mountain,Hill,Hill,Hill,Hill,Hill,Hill,Hill,River,River,Scrubland,Scrubland,Scrubland,Hill,Hill,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Barren
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Forest,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,River,River,River,River,Hill,Hill,Hill,Scrubland,Scrubland,River,Scrubland,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,River,River,River,River,Mountain,Mountain,Mountain,Hill,Scrubland,Hill,Scrubland,Scrubland,Mountain,Mountain,Hill,River,Hill,Hill,Hill,Hill,Hill,Hill,Scrubland,Scrubland,River,River,River,Hill,Scrubland,Hill,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,River,River,Scrubland,Scrubland,Scrubland,Barren,Hill,Hill,Hill,Hill,Hill,River,Scrubland,Scrubland,Hill,Hill,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,River,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,River,River,River,River,River,Hill,Hill,River,Hill,Hill,Hill,Hill,Hill,Scrubland,Scrubland,Hill,Sea,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland
Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,River,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Scrubland,Hill,Hill,Hill,Hill,Hill,River,Hill,Hill,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,River,River,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Hill,River,Scrubland,Scrubland,Scrubland,Scrubland,River,River,Hill,River,Hill,Hill,Hill,Hill,Hill,Scrubland,Sea,Sea,Sea,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Forest,Forest,Forest,Barren,Barren,Barren,Scrubland,Scrubland,Scrubland,Sea,Scrubland,Scrubland
Barren,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Forest,Scrubland,Scrubland,Scrubland,Scrubland,Sea,Scrubland,Sea,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,River,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,River,River,Mountain,Mountain,Mountain,Swamp,Mountain,Hill,Hill,Mountain,River,Scrubland,Scrubland,Mountain,Mountain,Scrubland,Hill,River,Hill,River,River,River,Hill,Hill,River,River,River,Sea,Scrubland,Scrubland,River,Scrubland,Scrubland,River,River,River,River,Scrubland,Scrubland,Scrubland,Scrubland,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Scrubland,Barren,Forest,Barren,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Sea,Scrubland,Scrubland
Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Sea,Sea,Sea,Sea,Sea,Scrubland,Scrubland,Sea,Scrubland,Scrubland,Sea,Sea,Scrubland,Sea,Sea,Scrubland,Sea,Scrubland,Scrubland,River,Scrubland,Sea,Sea,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Scrubland,Hill,Swamp,Hill,Hill,Hill,Hill,Hill,Scrubland,Scrubland,Scrubland,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,Mountain,River,River,River,Mountain,Mountain,Mountain,Mountain,Mountain,Swamp,Hill,Hill,Mountain,Scrubland,River,Hill,Hill,Hill,Hill,Hill,River,River,Hill,Mountain,Mountain,River,River,River,Hill,Scrubland,Scrubland,Sea,Sea,Scrubland,River,River,River,Scrubland,Scrubland,Scrubland,River,River,River,River,River,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Scrubland,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Barren,Scrubland,Swamp,Scrubland,Scrubland,Forest,Scrubland,Scrubland,Scrubland,Sea,Sea,Sea,Sea,Sea,Scrubland
